image_id,captions,LongDesc
447038,"['A bathroom showing a sink and a toilet.', 'A bathroom with toilet, mirror and double sink.', 'this photo is blurry but shows two bathroom sinks', 'A bathroom with sinks, toilet, and cabinets in it.', 'a white sink in a bathroom with tile floor']","In a bright bathroom, there are two shiny sinks side by side. They are white and look very clean. There is a big mirror above the sinks that makes everything look bigger. Next to the sinks, there is a toilet that is also white. The floor is made of cool tiles that feel nice under my feet. There are some cabinets too, where you can keep towels and soap. It’s a fun place to wash my hands and brush my teeth!"
550597,"['A white sink sitting next to a toilet near a tub.', 'A couple of towels that are sitting on a sink.', 'A black and white photo of a bathroom, with a toilet, sink, and tub all in a line against a wall', 'A towel is hung above the toilet in a small bathroom.', 'A black and white bathroom scene includes a sink, a toilet, and a bathtup.']","In a small bathroom, there is a shiny white sink next to a toilet. The sink has some fluffy towels resting on it, ready to dry hands. A big tub sits nearby, waiting for someone to take a nice bath. Above the toilet, a towel hangs, looking cozy. Everything is lined up against the wall, making the room feel neat and tidy. This bathroom is a special place where we can wash and play!"
374707,"['a glass walled shower in a home bathroom', 'A bathroom with a toilet, tiled floor, and a see-through shower.', 'a bathroom that has a toilet and a shower in it', ""The glass shower enclosure doesn't leave anything to the imagination."", 'A bathroom with a toilet and stand up shower']","In a bright bathroom, there is a shiny glass shower. The walls are see-through, so you can see inside. The floor is covered in cool tiles that feel nice on your feet. There is also a toilet sitting quietly in the corner. The shower is tall and has water that comes down like rain. This bathroom is a special place where you can wash away the day and feel fresh and clean!"
531111,"['A bathroom with a black and white checkered floor.', 'The bathroom has black and white checkered flooring.', 'A bathroom with a checkered floor and an enclosed shower.', 'A towel hanging on a shower stall in a bathroom.', 'A towel hanging on the bar in the bathroom. ']","In a special bathroom, the floor is like a big puzzle with black and white squares. It feels cool and fun to walk on! There is a shiny shower that is all closed up, waiting for someone to use it. A fluffy towel hangs on the shower, ready to dry off a happy person. Another towel is on a bar, looking cozy and soft. This bathroom is a nice place to get clean and feel fresh!"
577564,"['A white toilet sitting next to a white sink.', 'A small bathroom with toilet and sink in it. ', 'A toilet and a sink next to each other.', 'A lavatory stall with a toilet and a urinal.', 'a all white bathroom with the toilet seat up ']","In a small bathroom, there is a shiny white toilet and a bright white sink. They sit close together, like best friends. The toilet has its seat up, ready for someone to use it. There is also a special place called a lavatory stall with a toilet and a urinal. Everything is so clean and white, making the room feel fresh. It’s a cozy little space where you can wash your hands and take care of business!"
356299,"['A white sink in a bathroom under a mirror.', 'A bathroom has decorative tile on the floor and is clean.', 'An inside view of a bathroom with colorful tiling.', 'A bathroom with a glass shower door, a sink and a mirror. ', 'a bath room with a sink a mirror and a shower']","In a bright bathroom, there is a shiny white sink under a big mirror. The floor is covered in pretty tiles that have lots of colors. Everything looks so clean and nice! There is a glass shower door that sparkles, too. I can see my reflection in the mirror, and it makes me smile. This bathroom feels like a happy place where I can splash and play!"
176275,"['Someone is taking a basic shot of the bathroom. ', 'A person with a camera inside of a mirror in the bathroom.', 'A clean bathroom is pleasantly decorated with wallpaper and decorations.', 'A bathroom with a white tub and a white sink.', 'A bathroom that has a sink and a small mirror above it.']","In a bright bathroom, there is a big white tub and a shiny white sink. The walls are covered with pretty wallpaper that makes the room feel happy. A person is holding a camera and taking a picture of the bathroom. They can see themselves in the little mirror above the sink. Everything looks so clean and nice! It feels like a cozy place where you can splash and play."
442726,"['A long line a men on bicycles in a race.', 'A group of men are racing on bicycles.', 'A group of bicycle riders travelling down a street.\n', 'a group of men riding bikes down a road and wearing helmets', 'very many cyclists on the race with helmets on']","There are many men riding bicycles in a big race! They zoom down the street, their wheels spinning fast. Each man wears a shiny helmet to keep safe. The road is full of colorful bikes, and everyone looks excited. Some men are ahead, and some are catching up. It’s like a fun game to see who can go the fastest! I wonder who will win the race!"
131063,"['A large bathroom features tiled walls, two mirrors and two sinks.', 'a bathroom with two sinks mirrors and some bottles', 'A couple of sinks and mirrors in a room.', 'A bathroom vanity with double sinks and double mirrors surrounded by tile.', 'A bathroom view depicting a vanity with two sinks and two mirrors.']","In a big bathroom, there are shiny tiles on the walls that look like a rainbow. Two big mirrors hang on the wall, and they make everything look twice as fun! There are two sinks, so two people can wash their hands at the same time. On the counter, there are colorful bottles that smell nice. It feels like a magical place where you can splash water and see your happy face in the mirrors! This bathroom is a special spot for getting ready and having fun!"
220446,"['A standing toilet hole filled with nasty filthy.', 'there is a very dirty rusted outline of a toilet', 'A empty pipe hole where a toilet used to be.', 'a old bathroom with a toilet missing in it', 'A rusted area in the floor where a toilet used to sit.']","In a very old bathroom, there is a hole in the floor where a toilet used to be. The hole is filled with yucky stuff that smells bad. Around the hole, the floor is all rusty and dirty. There is a funny shape on the ground where the toilet used to sit. It looks like a ghost of a toilet! Everything feels old and a little spooky, like a place where no one goes anymore. I wonder what stories this bathroom could tell!"
195897,"['A restroom with a toilet basin, toilet paper and a mirror', 'A small bathroom has a toilet and small sink.', 'A white toilet sitting under a window next to a sink.', 'An entire bathroom that is completely white including a toilet and sink.', 'A white bathroom cubicle with a compact toilet.']","In a tiny bathroom, there is a shiny white toilet that looks like a little chair. Next to it, a small sink is waiting for someone to wash their hands. The walls are all white, making everything feel bright and clean. A big mirror hangs on the wall, so you can see your happy face. There is soft toilet paper ready for when you need it. A window lets in sunshine, making the room feel warm and cozy!"
460944,"['A toilet and toilet paper roll sit in a partially constructed bathroom.', 'a bathroom being remodeled around the sink and toilet', 'An unfinished bathroom with a toilet and a sink.', 'A bathroom that looks incomplete and has concrete walls. ', 'A bathroom toilet in a small room being remodeled ']","In a small room, there is a toilet and a sink waiting to be used. The walls are made of gray concrete, and they look a little rough. It feels like a place where magic will happen soon! There is a roll of toilet paper sitting nearby, ready for when the bathroom is finished. This bathroom is not done yet, but I can imagine how nice it will be when it is all pretty and clean. I can’t wait to see it all finished!"
107427,"['A toilet in a small room with a window and unfinished walls.', 'A white toilet bowl in a room with a window', 'A small bathroom is being renovated and the walls are stripped.', 'A white toilet and window in a room.', 'A toilet that is in a bathroom with unpainted walls.']","In a tiny room, there is a white toilet sitting all by itself. The walls are not finished yet, and they look a little rough. A bright window lets in sunshine, making the room feel warm. It’s like a little secret place waiting to be made pretty. I can imagine colorful paint and fun decorations. This bathroom is getting a makeover, and I can’t wait to see how it will look when it’s all done!"
126941,"['A toilet room in the process of being renovated ', 'A commode in a bathroom that is in the middle of being remodeled', 'An open toilet in a room that is undergoing construction. ', 'THERE IS A TOILET THAT IS IN THE BATHROOM ', 'A white toilet sitting inside of a bathroom.']","In a bathroom, there is a toilet that is getting a new look! It is all white and sits in the middle of the room. The walls are being changed, and there are tools everywhere. The toilet looks a little lonely because everything is messy around it. I wonder what the bathroom will look like when it is all done! Maybe it will be bright and shiny, and the toilet will be very happy."
247184,"['A bathroom being remodeled with a white toilet.', 'An old bathroom with a toilet and unpainted walls.', 'A nasty view of a clean white toilet in the image. ', 'A toilet sits in an unfinished water closet.', 'SMALL BATHROOM UNDER REMODEL,WITH JUST A TOILET AND ONE ROLL OF TOILET PAPER']","In a small bathroom, things are changing! There is a shiny white toilet sitting all by itself. The walls are not painted yet, and they look a little sad. It feels like a secret place waiting to be pretty. There is only one roll of toilet paper, like a little friend for the toilet. I wonder what colors will come next and how the bathroom will look when it is all done!"
12323,"['A toilet and two rolls of toilet paper in a small room with ledge and window.', 'A toilet inside a small bathroom being remodled.', 'a bath room with a toilet and two rolls of toilet paper', 'The bathroom with a toilet having an unfinished wall behind it.', 'A picture of a toilet seat with the lid up in an unfinished bathroom.']","In a tiny bathroom, there is a white toilet sitting quietly. Two rolls of soft toilet paper are ready on the side, just waiting to be used. The walls are not finished yet, and you can see some bare spots. A little window lets in some light, making the room feel bright. The toilet seat is up, like it’s saying hello! This bathroom is getting a makeover, and it’s exciting to think about how it will look when it’s all done!"
363830,"['A big bathroom with a couch a bathtub in the middle of the room. ', 'A spacious bathroom has an old fashioned claw tub with shower.', 'A claw foot tub with a shower surround stands in a Victorian home.', 'An unusual shower and tub combination in a colorful bathroom.', 'A bathrub is in the middle of a bathroom.']","In a big bathroom, there is a soft couch where you can sit and relax. Right in the middle, there is a shiny bathtub that looks like it came from a fairy tale. It has funny feet, like a big claw! The shower is colorful and makes the room feel happy. This bathroom is special because it mixes old and new things. It’s a fun place to splash and play!"
365503,"['A bath room with an old fashioned looking tub.', 'The large bathtub has a bright window near it.', 'a bath room with a bath tub a window and tiled floors', 'A bathtub next to a tile floor and a window.', 'a bathtub in a bathroom next to a window.']","In a cozy bathroom, there is a big, old-fashioned bathtub. The tub is shiny and sits next to a bright window that lets in warm sunlight. The floor is covered in pretty tiles that feel cool under my feet. I can imagine splashing water and having fun bubbles everywhere! The window shows a glimpse of the outside world, making the room feel happy and bright. It’s a perfect place for a nice, relaxing bath!"
435937,"['its sunny outside and you can see the shadows of benches', 'Benches are casting shadows onto the side walk as a man rides a bike in the background.', 'A man riding on a bike near several patio chairs. ', 'A man on a bicycle riding past a small line of tables and chairs', 'A bicyclist pedaling through a cobblestone courtyard with benches.']","The sun is shining bright in the sky, making everything warm and happy. I can see the shadows of the benches on the sidewalk, like big dark shapes. A man is riding his bike, zooming past some pretty patio chairs. The chairs are sitting quietly by small tables, waiting for people to come and sit. The man pedals through a cool cobblestone courtyard, where the benches are lined up. It feels like a fun day outside!"
168626,"['A white toilet sitting in a bathroom next to a sink.', 'a beautiful bathroom with a white toilet bowl.', 'a bath room with a toilet a toilet paper holder and a stand up shower', 'A large open bathroom with tile floors and shower', 'An empty bathroom with a toilet and hand rails']","In a bright bathroom, there is a shiny white toilet next to a cool sink. The floor is made of smooth tiles that feel nice under my feet. There is a big shower that stands tall, ready for splashes and fun. A soft toilet paper holder sits nearby, waiting to help. The bathroom feels open and airy, like a cozy little space just for me. I can imagine all the adventures I could have in this magical room!"
313063,"['A bathroom with a sink, toilet, tub and mirror.', 'a bathroom with a toilet sitting next to a bath tub ', 'A bathroom with a green bathmat over the edge of the tub', 'a bath room with a toilet a bath tub and a sink', 'This bathroom has a wood floor and wood on the wall.']","In a cozy bathroom, there is a shiny sink where you can wash your hands. Next to it, a big toilet sits quietly, waiting for someone to use it. There’s a lovely bathtub that looks like a little boat, ready for fun splashes! A soft green bathmat hangs over the edge, like a fluffy cloud. The floor and walls are made of warm wood, making the room feel like a little cabin. It’s a nice place to get clean and have adventures!"
441196,"['A man taking a selfie in a mirror', 'A person standing in front of a mirror talking on a phone.', 'a man standing by a mirror while taking a selfie', 'A man taking a picture of himself in a reflection.', 'A man takes a profile picture of himself in a bathroom mirror.']","In a bright bathroom, a man smiles at his mirror. He holds his phone up high, ready to take a picture of himself. The mirror shows his happy face, and he looks really cool! He talks on the phone, sharing fun stories. It’s like he is having a little party with himself. The man loves to see his reflection and capture this special moment!"
214727,"['A man standing in a bathroom in front of a mirror.', 'A man taking a photo of himself in a bathroom mirror.', 'A persons reflection in the bathroom mirror holding a camera', 'A black man is taking a mirror selfie', 'A man with a red shirt taking a sideways picture in the bathroom.']","In a bright bathroom, there is a man with a red shirt. He stands in front of a big mirror. The man smiles and holds a camera. He wants to take a picture of himself. His reflection looks back at him, and it’s like magic! The man is having fun, making a silly face. It’s a happy moment in the bathroom with lots of light!"
310532,"['A white sink and toilet in a small room.', ""A small and clean bathroom thanks is in someone's house. "", 'A white tub sitting next to a white sink in a bathroom.', 'A very classic bathroom that is decorated in brown and white.', 'The bathroom has an older sleek look ']","In a tiny room, there is a shiny white sink and a toilet. The bathroom is very clean and smells nice. Next to the sink, there is a big white tub where you can splash and play. The walls are brown and white, making it look cozy and warm. Everything feels a little old but very special, like a treasure from the past. It’s a nice place to wash your hands and have fun!"
292819,"['a bicycle sits on its stand in the middle of a grassy, wooded area', 'a bike standing up on the ground next to a tree', 'A large bike parked in the woods by a set of trees.', 'bicycle parked on a grassy hill by tree', 'a bike that is parked out in the grass']","In a green, grassy place, there is a big bicycle. It stands tall next to a friendly tree. The bike looks so shiny and happy, like it wants to go on an adventure. The grass is soft and tickles my feet when I walk. I can see other trees all around, making a cozy home for the bike. It feels like a secret spot where fun rides begin!"
366867,"['A bath tub sitting next to a white sink.', 'A small bathroom with a white bathtub, white pedestal sink, white tile walls, and black tile floor.', 'A corner of a rest room with a window in it.', 'A white bathroom with toilet, pedestal sink and bathtub and a window over the sink.', 'A white sink and bathtub sit in a clean, empty bathroom. ']","In a bright bathroom, there is a shiny white bathtub next to a tall white sink. The walls are covered in smooth white tiles, and the floor is dark and cool. A little window lets in sunshine, making the room feel warm and happy. The bathtub looks like a cozy place to splash and play. Everything is clean and neat, just waiting for someone to take a fun bath! It’s a nice spot to relax and have a good time."
225847,"['A white sink in a bathroom under a window.', 'A bathroom sink in front of an open window and next to a shower.\n', 'a bathroom with blue tile walls and window above the sink ', ""This bathroom's window is open near the sink."", 'A blue and white bathroom with a pedestal sink under a window.']","In a bright bathroom, there is a shiny white sink. The sink sits under a big window that is open, letting in fresh air. The walls are covered in pretty blue tiles that make the room feel cool. Next to the sink, there is a shower waiting for someone to use it. Sunlight shines through the window, making everything sparkle. It feels nice and happy in this blue and white bathroom!"
239376,"['The bathroom is equipped with several new appliances.', 'The bathroom is clean and ready to use.', 'A bathroom has a tub, and a washing machine in front of a large window.', 'a bath room with a bath tub a washing machine and a sink', 'The bathroom is a washing machine in it']","In the bathroom, there are shiny new things that make it special. There is a big tub where you can splash and play with bubbles. A washing machine sits by a big window, and it looks like it can clean lots of clothes. The sink is there too, ready for washing hands and brushing teeth. Everything is so clean and nice, making it a happy place to be! I can’t wait to take a bath and have fun!"
42383,"['A white toilet sitting next to a white bath tub.', 'A shower curtain that is hanging in a bathtub.', 'A tiny bathroom has a brightly colored shower curtain.', 'a bathroom with a toilet and tub inside of it ', 'A bathroom with a toilet, paper roll, bowl brush and tub.']","In a small bathroom, there is a shiny white toilet next to a big white bathtub. The bathtub has a fun shower curtain that is bright and colorful, making the room feel happy. The curtain hangs down and looks like it is dancing. There is also a soft roll of paper and a bowl brush sitting nearby. This little bathroom is a special place where you can splash and play with water! It feels cozy and bright, just like a little adventure."
400123,"['Bathroom decorated in blues and greens with a mirror over the vanity.', 'A minimally cluttered bathroom view shows a white sink and toilet, mirror, towel ring, a blue wall and a shower space with a patterned but not colorful shower curtain. ', 'A clean bathroom is seen in this image.', 'A bathroom with a green hand towel and blue walls. ', 'A towel that is hanging near a mirror.']","In a bright bathroom, the walls are painted in happy blue and green colors. There is a shiny mirror above a white sink where you can see your smile. A soft green towel hangs nearby, ready to dry your hands. The shower has a curtain with fun patterns, but it’s not too colorful. Everything looks neat and tidy, making it a nice place to wash up and feel fresh!"
567220,"['An open door leading to a bathroom toilet, with a shower rack and bureau visible.', 'A bathroom has a red circular rug by the toilet.', 'A picture of a bathroom with a toilet, rug, and shelving on the door.', 'A bathroom with a toilet that has a crooked tank.', 'Small bathroom with a toilet, shower, and utility rack on the door. ']","There is a bathroom with a big open door. Inside, I see a shiny toilet and a shower. There is a soft red rug on the floor, and it feels nice to step on. The toilet has a funny crooked tank that makes me giggle. On the door, there is a shelf with things on it. It’s a small bathroom, but it has everything it needs to be cozy and fun!"
47559,"['there is a small bathroom that is white and has a toilet', 'A toilet is sitting in a corner of a bathroom.', 'A white toilet in a very small room.', 'Small bathroom with only a toilet and throw rug.', 'A view of a toilet from the adjoining room.']","In a tiny bathroom, everything is bright and white. There is a special seat called a toilet sitting in the corner. It looks so clean and shiny! The room is so small that it only has the toilet and a soft rug on the floor. When you peek in from the next room, you can see the toilet waiting quietly. It’s a funny little place, just for one thing!"
28790,"['A door open to a bathroom with the vanity showing.', 'There is a bright window in the small bathroom.', 'A litter box sits on the floor of this small bathroom. ', 'A door opens into a narrow room with towels and sink.', 'A narrow bathroom is tidy and comes equipped with a litterbox.']","In a small bathroom, there is a door that opens wide. Inside, a bright window lets in lots of sunshine, making everything feel warm and happy. On the floor, there is a litter box for a little kitty. The room is narrow but very tidy, with soft towels hanging on the wall. There is also a shiny sink where you can wash your hands. This bathroom feels cozy and ready for fun!"
354724,"['A street filled with lots of traffic next to white homes.', 'four cars stopped at a red traffic light', 'A street light and street sign hanging over an intersection with cars going through.', 'A few cars are driving down a street.', 'Group of cars passing by a long row of apartment buildings. ']","There is a busy street with many cars zooming by. Some cars are waiting at a red light, like they are playing a game of freeze. The street light shines bright, telling the cars when to go. A big sign hangs above, showing where to turn. The cars move past tall apartment buildings that look like they touch the sky. It feels like a fun race with all the cars and homes around!"
209788,"['A red traffic light sitting at the corner of a building.', 'An automobile stopped at a traffic light by a grey building.', 'A red light on the side of an old building near an alley way.', 'A traffic light hanging on the side of a building.', 'A traffic light on the side of a large building.']","There is a big red traffic light at the corner of a tall grey building. The light is bright and shiny, and it tells cars when to stop. A shiny car is waiting patiently at the red light, just like a kid waiting for a turn on the swings. The light hangs on the side of the building, watching over the busy street. Nearby, there is a dark alley that looks a little spooky. It’s fun to see how the light helps everyone stay safe!"
459408,"['A bathroom under construction with a white tub next to a toilet.', 'A bathroom is being torn day during the day.', 'A bathroom has a tub with demolished walls in it.', 'A bathtub filled with debris in a bathroom with some walls torn out.', 'the bathroom is not constructed and garbage is in the tub. ']","In a bathroom, big changes are happening! The walls are all broken, and it looks like a big puzzle. There is a shiny white tub sitting next to a toilet, but it’s not ready to use yet. The tub is filled with bits and pieces of old stuff, like garbage. It feels like a messy adventure! I wonder what the bathroom will look like when it is all finished and pretty again."
429025,"['A group of people walk around in a business area.', 'On the street at night with a crowd of people and a utility pole.', 'A light pole sitting next to a street at night.', 'Many people walk down a busy street at night.', 'A busy gas station with groups of people coming through.']","In a big city at night, lots of people are walking around. They are in a busy place with tall buildings and bright lights. A tall light pole stands next to the street, shining down on everyone. The street is full of happy faces and chatter. Some people are going to a gas station where cars are filling up with gas. It feels like a fun adventure with so many friends all around!"
271035,"['a cat laying inside of a bathroom sink', 'A curious cat looking in a sink of a bathroom.', 'a cat that is drinking out of a sink', 'The black and orange cat is standing on the bathroom sink. ', 'Cat drinking water from a sink in a bathroom.']","In a bright bathroom, a fluffy cat with black and orange fur is having a fun time. The cat is sitting in the sink, all cozy and warm. It looks very curious, peeking into the shiny sink. Sometimes, it leans down to drink the cool water that splashes from the faucet. The cat's little paws are on the edge, and it seems so happy! I wonder if it thinks the sink is a special place just for it."
416668,"['A black cat is huddled in the bathroom sink for a perfect fit.', 'A large black cat sits inside of an empty bathtub.', 'a black cat sitting in a sink in a bathroom', 'The black cat is alert, lying in front of the bathroom sink.', 'a black cat sitting in a bathroom sink']","In a cozy bathroom, there is a big black cat. It loves to curl up in the sink because it fits just right! Sometimes, it sits in the empty bathtub, looking around with bright eyes. The cat is very curious and always alert, watching everything that happens. It feels safe and snug in its little spot. This black cat makes the bathroom feel like a fun place to explore!"
188651,"['The picture of a cat under a car.', 'A white and broncat is sitting under a car ', 'A cat lays on the ground underneath a vehicle.', 'a cat chillin under a car, asking to get run over', 'A white cat is sitting under a car.']",There is a fluffy cat hiding under a big car. The cat is white with some brown spots. It looks very cozy and relaxed on the ground. The car is shiny and makes a nice shade for the cat. I wonder if the cat likes to watch the world go by from there. Maybe it is waiting for someone to play with it!
252203,"['A couple of dogs sitting in the front seats of a car.', 'There is a dog in a car licking at the window', 'A dog with his tongue out sits ion a car', 'an image of a dog sitting in the passenger seat of a car', 'Two dogs sitting on a car seat wanting to get out']","Two happy dogs are sitting in a car. One dog is in the front seat, and he has his tongue out, looking so silly! The other dog is next to him, and they both want to go outside and play. One dog is licking the window, trying to see what is happening outside. They are so excited! I wonder if they can smell the fresh air and see all the fun things. Dogs are the best car buddies!"
237777,"['Two elephants standing next to each other in a jungle forest. ', 'Two elephants playing in the water and mud.', 'Two elephants are walking through the mud in a clearing.', 'Two elephants getting a drink from muddy water.', 'Two brown elephants walking through mud in a jungle. ']","In a big, green jungle, two big brown elephants are standing close together. They are so happy! Sometimes, they splash in the water and roll in the mud, making funny sounds. The mud is all squishy and feels nice on their skin. When they get thirsty, they drink from the muddy water. These elephants love to play and explore their jungle home together!"
486521,"['A hood lifted on a Chevrolet vehicle with a teddy bear on the side.', 'A car with the hood up and a teddy bear inside.', 'A show car parked with its hood open and a teddy bear tucked into the engine well.', 'a car wit hits hood open and a stuffed animal in the engine area', 'A vintage Chevrolet automobile with a toy bear under its hood.']","There is a shiny car with a big hood that is open. It is a Chevrolet, and it looks really cool! Inside the hood, there is a fluffy teddy bear peeking out. The bear is soft and cuddly, just like a friend. It makes the car look special and fun. I wonder how the bear got there! Maybe it likes to go on adventures in the car."
573962,"['A picture of rush hour traffic on the streets.', 'A look through a window at a very busy city street.', 'A picture taken from inside a taxi of a crowded Asian street', 'a person drives as a bunch of other cars drive on a street ', 'A street with traffic on it as seen out of a vehicle.']","The street is super busy with lots of cars! They zoom by like little bugs. I can see a big city through the window, and it feels alive. Taxis are everywhere, taking people to fun places. Some cars are honking, and people are walking fast. It’s like a big race, and everyone is going somewhere special! The city is full of colors and sounds, making it feel exciting!"
473623,"['A white porcelain toilet with the lid down, in a bathroom.', 'A bathroom with a white porcelin toilet on a tile floor.', 'A toilet sits alone on a tile floor. ', 'A white toilet sitting in a bathroom next to a door.', 'Small white toilet sitting in a small corner next to a wall. ']","In a cozy bathroom, there is a shiny white toilet. It sits quietly on the cool tile floor, looking very clean. The toilet has a lid that is closed, like a little secret waiting to be opened. It is all alone in a small corner, next to a wall and a door. The bathroom feels peaceful, and the toilet is ready for when someone needs it. It’s like a little friend in the room!"
52087,"['A man getting a drink from a water fountain that is a toilet.', 'A boy drinking water from a toilet water fountain.', 'A young man drinking from a water fountain in the shape of a toilet.', 'A young person has his face close to the toilet bowl.', 'A man taking a drink from a water fountain.']","In a funny place, there is a water fountain that looks like a toilet! A boy is bending down, and he is drinking water from it. It’s so silly because toilets are for something else! The young man is really close to the toilet bowl, and it makes me giggle. I wonder if the water tastes different because it’s in a toilet shape. Everyone around is laughing and having fun with this strange fountain!"
324492,"['A colorful clock tower sitting int he middle of a parking lot.', 'A purple clock tower in the middle of a parking lot.', 'A statue with a clock on it near a parking lot. ', 'A large toy like clock tower in a parking lot.', 'A large tall tower with a clock on top.']","In the middle of a big parking lot, there is a tall purple clock tower. It looks like a giant toy that you can see from far away! The clock on top ticks and tocks, making funny sounds. There is also a shiny statue next to it, and it has a clock too. The colors are bright and happy, making the parking lot feel special. I wonder what time it is on that big clock!"
480215,"['A bathroom with tile flooring and walls, and a white toilet.', 'A clean toilet in a small tiled bathroom', 'A white toilet sitting in a bathroom next to a mirror.', 'A white toilet with an external hygiene nozzle. ', 'A toilet with a spray hose attached to it sits in a white bathroom.']","In a small bathroom, there are shiny tiles on the floor and walls. A bright white toilet sits proudly next to a big mirror. The toilet looks very clean and ready to use. It even has a special spray hose that helps keep things nice and tidy. The bathroom feels fresh and bright, like a little place just for washing up. I wonder what fun things happen in this bathroom every day!"
306444,"['A bathroom scene with focus on the toilet.', 'A bathroom with a toilet, sink and red tile flooring.', 'A bathroom with white fixtures, a red tiled floor and a black counter.', 'A bathroom with a small odd shaped toilet next to a sink.', 'The view of a sink and a toilet in a bathroom.']","In a bright bathroom, there is a funny little toilet that looks different. It sits next to a shiny sink that sparkles when the light hits it. The floor is covered in bright red tiles that make the room feel warm and happy. There is a black counter that holds some cool things, like soap and a toothbrush. Everything is white and clean, making the bathroom feel fresh. It’s a special place where you can wash your hands and sit on the toilet!"
504948,"['A blue motorcycle parked outside of a building.', 'A motorcycle parked outside of a building underneath a window.', 'A motorcycle is shown on the sidewalk next to window.', 'Brick sidewalk with parked motorcycle, firehose in wall and street sign with arrow and foreign words. ', 'A motorcycle parked behind a one way stop sign.']","There is a shiny blue motorcycle sitting outside a big building. It is parked right next to a window, and it looks so cool! The sidewalk is made of bricks, and the motorcycle is just waiting for someone to ride it. I can see a firehose on the wall, and there’s a street sign with funny words and an arrow. The motorcycle is even behind a one-way stop sign, like it’s ready for an adventure! I wonder where it goes!"
19451,"['A road where cars and motorcycle are parked at the side.', 'A set of motorcycles parked in front of a street sign.', 'a street sign in front of a motorcycle and car', 'Two motorcycles parked in a ""no parking"" zone.', 'Two motorcycles parked by a sign at the curb ']","There is a busy road with lots of cars and motorcycles. Some shiny motorcycles are parked right next to a big street sign. The sign tells everyone where to go, but it looks like two motorcycles are not supposed to be there. They are parked in a ""no parking"" zone, which is funny! The motorcycles are so cool, and I wonder if their riders are nearby. The street is full of life, and I can hear the sounds of engines and people talking."
69494,"['A white toilet and towel in a room.', 'A single bathroom with toilet, shower and window.', 'A white toilet sitting under a window in a bathroom.', 'a bathroom with a toilet sink and a window', 'A toilet that is seated in front of a bathroom window.']","In a bright bathroom, there is a shiny white toilet. It sits right under a big window that lets in sunlight. Next to the toilet, there is a soft towel hanging, ready to dry hands. The room also has a shower where water can splash everywhere! A little sink is nearby for washing faces. This bathroom feels cozy and clean, like a happy place to get ready for the day!"
205573,"['A motorcycle stopped on the road during nighttime in the city. ', 'a man wearing a white helmet is riding a red motorcycle.', 'A man on a motorcycle stopped at a stop light', 'A motorcyclist stopped at an intersection of a city street', 'A photo of a person on a motorcycle on the road.']","In the dark city, a bright red motorcycle is parked on the road. A man with a shiny white helmet sits on it, waiting for the light to change. The street is quiet, and the tall buildings look sleepy. The motorcycle shines under the streetlights, making it look like a cool toy. The man looks around, maybe thinking about where to go next. It feels like a little adventure is about to start!"
75857,"['A church filled with rows of wooden seats.', 'The inside of a church with wooden pews and a stained glass window.', 'A church with a large altar and high ceilings.', 'A very large and pretty church full of wooden pews.', 'A view along the transept of an older style church.']","In a big, pretty church, there are many wooden seats called pews. The seats are all in nice rows, and they look warm and cozy. There is a tall altar at the front where people can pray. The ceiling is very high, like the sky inside! Beautiful colors shine through the stained glass window, making the light dance. Walking down the long part of the church feels like a magical adventure!"
545735,"['A woman holding a yellow umbrella next to a cathedral.', 'A smiling young woman with open yellow umbrella standing in front of a castle-like building.', 'A woman is standing outside a castle holding an umbrella.', 'there is a woman holding a umbrella in front of a castle', 'The woman is standing outside of the large buildings with her umbrella.']","Once upon a time, there was a happy woman with a bright yellow umbrella. She stood in front of a big, beautiful castle that looked like it was from a fairy tale. The castle had tall towers and shiny windows. The woman smiled as she held her umbrella high, making it look like a sunny flower. She loved the way the yellow color shined against the big, gray stones of the castle. It was a magical day, and she felt like a princess!"
381382,"['A partially eaten slice of cake with a spoon on a plate.', 'A late with cake, ice cream and two spoons on it. ', 'Piece of partially eaten chocolate cake on a white plate. ', 'A half eaten chocolate dessert sits on a plate. ', 'a plate with a half eaten cake on it ']","There is a yummy cake on a plate! It is chocolate and looks so tasty. I can see a spoon next to it, ready to eat more. Some of the cake is gone, but that makes me want to eat it even more! There is also ice cream with the cake, and it looks cold and sweet. I can almost taste the chocolate and ice cream together. It makes me feel happy just thinking about it!"
290070,"['Motorcycle on platform to be worked on in garage', 'A motorcycle on a table in the shop', 'An orange motorcycle on a motorcycle work stand.', 'A motorcycle up on platform in a garage.', 'A motorcycle up on a shop table in a garage.']","In a big garage, there is a shiny orange motorcycle. It sits on a tall table, ready for some fixing. The motorcycle looks so cool with its bright color! Mechanics are busy working around it, making sure everything is just right. The garage smells like oil and tools. I wonder what they will do to make the motorcycle zoom fast again! It’s exciting to see all the parts and tools everywhere."
433919,"['Many packages of toilet paper are unwrapped next to the toilet in a messy bathroom.', 'A bathroom has toilet paper on the floor and some rags.', 'An area shows a room with a toilet with red wrappers on the floor and another room with a washing machine in it.', 'A small and dirty toilet saperate bathroom area', 'A shot of a separated bathroom with its toilet and shower separated. ']","In a funny bathroom, there are lots of toilet paper rolls all over the floor! Some are unwrapped and look like they had a party. There are also some rags lying around, making the place look messy. One side has a toilet with red wrappers everywhere, and the other side has a washing machine. It’s like a silly little world where everything is mixed up! The toilet and shower are in their own little spaces, making it feel like a secret hideout."
