image_id,captions,ShortDesc
365177,"['a transit bus on a street under a bridge', 'A bus driving under an overpass next to buildings.', 'A long bus that reads ""Bieber"" is parked on a street.', 'A tour bus is driving under a bridge on the road.', 'a big bus parked by the side of a building ']",There’s a big bus with the name “Bieber” on it! It drives under a tall bridge and next to some buildings. The bus is so long and cool!
385781,"['A picture of a stone bench in a park.', 'A grouping of a cement bench, trash can, and news paper box in park.', 'A park bench next to a trash can and newspaper rack in a park.', 'a cement bench and garbage can next to a field with a cement sculpture', 'A cement bench sitting next to trash cans.']","In the park, there is a big stone bench. It sits by a trash can and a box with newspapers. I like to imagine sitting there and reading!"
53580,"['A young man sitting on a bus up against a window.', 'Young adult male sitting alone inside a bus.', 'an image of a guy riding the bus', 'A young man riding a transit bus looking at something.', 'A man who is sitting in a bus looking away from the window.']","A young man is sitting on a bus. He looks out the window, watching the world go by. The bus moves, and he thinks about many things."
282871,"['a number of benches next to a tree', 'A row of wooden park benches sitting near a tree.', 'A park with four benches near the grass. ', 'four wooden benches under the shade of a tree in the park', 'there are four benches in this park and a tree in the middle. ']","In the park, there are four wooden benches. They sit under a big, green tree. It’s a nice place to rest and watch the grass!"
200541,"['A flock of sheep grazing in a field of grass.', 'a herd of sheep stand and graze on some grass ', 'A herd of sheep standing on top of a lush green field.', 'many sheep on the field feeding on the grass', 'Four white sheep grazing in a green pasture.']","In a big, green field, fluffy sheep munch on tasty grass. They stand together, their white wool shining in the sun. It’s a happy place for them!"
205676,"['A group of people walking on a street by some cars.', 'a black and white photo of a crowded street somewhere in an Asian country.', 'A city street has a bus and a car.', 'People walk on the sidewalk near a city bus.', 'Black and white photograph of people walking on a sidewalk.']","In a busy city, many people stroll along the sidewalk. Cars and a big bus zoom by. The street is full of life and stories!"
462105,"['A bench overlooks a harbour with a lighthouse.', 'A park bench sitting on top of a green hillside.', 'Park benches facing out towards a lighthouse and harbor.', 'The bench is on a hill over looking the light house.', 'A picture of some grass and some water.']","On a green hill, there is a cozy bench. It looks out at a big lighthouse by the sparkling water. The grass is soft and the view is pretty!"
367205,"['A bus on a divided street near a stop light.', 'a public transit bus on a city street', 'A bus is parked beside a street with several signs.', 'A bus that is riding in the street underneath wires.', 'A white and red bus driving down a busy street.']","A big red and white bus is driving on a busy street. It stops by tall signs and bright lights. Wires hang above, and people wait to ride!"
524216,"['A large white bus driving down a street next to a sign.', 'a bus is passing a gas station by the road', 'Cars and bus on road near gas station. ', 'city traffic including a white bus and two cars', 'a bunch of cars that are on a street']",A big white bus zooms down the street. It goes past a gas station where cars are waiting. The city is busy with lots of cars and the bus!
36012,"['Three red double decker buses parked side by side.', 'A series of double decker buses parked next to each other. ', 'There are four buses parked in a row next to each other.', 'Three red double decker buses that are parked and one green bus.', 'three double deckered busses parked near a green truck']","Three big red buses stand in a line, like giant toys. One green truck is next to them, making a fun color party! It’s a happy bus day!"
320893,"['A bench in the woods surrounded by leaves. ', 'A rustic wooden bench is sitting in a heavily wooded area all alone.', 'A wooden bench nestled in front of sparse woods.', 'Wooden bench located in a lush wooded area.', 'A lone wooden bench sitting in a wooded forest.']","In the woods, there is a special wooden bench. It sits all by itself, surrounded by green leaves and tall trees. It looks like a cozy spot to rest and watch the forest!"
120831,"['A bench sitting in a grassy area. ', 'A park bench sitting in the woods ', 'a bench near many different plant life near a path', 'A wooden bench sitting next to a forest.', 'A couple of old benches that are sitting in a grassy spot. ']",There is a nice wooden bench in the green grass. It is next to tall trees and pretty plants. I can sit there and watch the birds!
229478,"['An opened fire hydrant spills water onto a busy street.', 'the fire hydrant is letting water out ', 'A fire hydrant spilling water into a street near a fire truck.', 'Flowing fire hydrant on a street in front of a fire truck', 'A fire truck and ambulance parked next to a fire hydrant shooting water into the street.']","Water is gushing out of a big red fire hydrant! It makes a splash on the street. A fire truck and an ambulance are nearby, ready to help!"
427376,"['A fire hydrant by a sidewalk marked with paint.', 'A fire hydrant in the grass next to a sidewalk with paint on it.', 'a red fire hydrant at the corner of a street', 'A red fire hydrant near a sidewalk that has been painted on.', 'A red fire hydrant on the corner of a sidewalk']",There is a bright red fire hydrant standing tall by the sidewalk. It looks like a little guard watching over the street. The grass is green and the sidewalk has fun colors painted on it!
641,"['A bus that is sitting in the street.', 'A long white bus driving down a street.', 'A large passenger bus going down a city street. ', 'a bus moving down a road next to a street corner. ', 'there is a large bus that is coming up the street']",A big white bus is rolling down the street. It has many windows and looks like it’s going on an adventure. I wonder where it’s going!
289073,"['A close up of a red fire hydrant next to a light pole.', 'A fire hydrant next to a light pole.', 'A red fire hydrant next to lampposts on a street.', 'A red fire hydrant sitting on the side of a road.', 'Someone on a bike rides pass a a dual street light and a fire hydrant']","There is a bright red fire hydrant by a tall light pole. It stands on the side of the road, watching bikes go by. The hydrant looks like it’s ready for a fun adventure!"
579036,"['a red bus with an open upper deck', 'A double deck tour bus riding through a city.', 'A double decker bus tour of the city.', 'A red double-decker bus on the street with tall buildings in the background. ', 'A double decker bus is driving past some skyscrapers.']","The big red bus has two floors! It zooms through the city, passing tall buildings that touch the sky. I can see everything from up high!"
180541,"['a black and white double decker bus and some cars', 'A black and white double decker bus is on the road.', 'A black double decker bus that gives ghost tours', 'A double decked bus is stopped in traffic.', 'A black double decker bus drives down the street with an advertisement on it.']","A big black and white bus is on the road. It has two floors and looks like a giant toy! Some cars are around it, and it even gives spooky ghost tours!"
279154,"['a fire hydrant in a field with trees in the background', ""A red fire hydrant that's out in the middle of nowhere. "", 'A fire hydrant is at the top of a hill. ', 'A fire hydrant in the grass near the woods.', 'A red fire hydrant is set up in a grassy clearing.']","In a big green field, there’s a bright red fire hydrant standing tall on a little hill. It looks lonely but happy, surrounded by trees and grass. I wonder what stories it could tell!"
189245,"['View of a snow capped mountain above trees and a bench.', 'A bench in a clearing at the foot of a mountain.', 'A bench in some grass near some trees.', 'A large mountain overlooks a bench and trees.', 'A bench with a view of the mountains.']","There is a big, snowy mountain that touches the sky. Below, a cozy bench sits in soft grass by tall trees. It’s a perfect spot to see the mountain!"
496680,"['a big blue bus that is parked next to some cars', 'A city bus parked at the curb ', 'This silver and blue bus has a face painted on the front of it.', ""A bus driving down a street with a bears face on it's front."", 'A smiling dog painted on the front of a large blue bus.']",There is a big blue bus with a happy dog face on it! It is parked next to shiny cars. The bus looks like it wants to go on an adventure!
463783,"['Two men and a woman sit on a park bench', 'A black and white photo of two men and a woman on a bench.', 'Service man sitting on park bench with two other people.', 'A woman is flanked by two men sitting on a bench in an outdoor area.', ""A 1950's photo showing a two young men, one in military uniform, flanking a young woman on a bench""]","In a big park, three friends sit on a bench. One man wears a cool uniform, and the lady smiles bright. They look happy together!"
334311,"['A bench sitting on the side of an empty walking path.', 'A wooden park bench next to an empty road.', 'An empty road in a park with one bench. ', 'A wooden bench, on the side of a road.', 'A wooden park bench next to a country road.']",There is a lonely wooden bench by a quiet road. It waits for friends to sit and share stories. The path is calm and peaceful!
139549,"['A bus and car wait at an intersection on a city street.', 'A city bus stopped at a crosswalk on a street.', 'A bus driving down a street next to buildings.', 'This is a bus traveling down a street. ', 'White bus with red and blue marking at street intersection in urban setting.']","A big white bus with red and blue stripes stops at a busy street. Cars are waiting too, and tall buildings stand all around. The bus is ready to take people on fun adventures!"
414249,"['A empty park bench that is near some flowers.', 'A bench and seat in the middle of a park', 'A row of park benches sitting next to a park.', 'The park benches are put next to the planters.', 'there are many black benches on the side of the grass']","In the park, there are many black benches. They sit next to pretty flowers and green grass. It’s a nice place to rest and watch the world!"
475529,"['Firetruck driving through city with lights on, fast.', 'A red fire truck driving down the middle of a street.', 'a red fire truck driving down a road. ', 'A firetruck that is sitting in the street.', 'The fire truck is moving through the streets. ']",A big red fire truck zooms through the city! Its lights are flashing and it makes a loud sound. It’s on a special mission to help!
145061,"['There is a bus and a car on the road.', 'A multi colored bus with a silver sedan on the side of it.', 'A car next to a bus on a city street', 'A bus being passed by a car on the road.', 'A car and a city bus sit side by side on the street. ']","On a busy street, a big, colorful bus and a shiny silver car are friends. The bus is bright and happy, while the car zooms by. They both like to travel in the city!"
78023,"['A white fire hydrant next to a red newspaper dispenser.', 'A white fire hydrant next to a newspaper dispenser.  ', 'The white fire hydrant is on the side of the road. ', 'A water hydrant near a booth with some vehicles in the background.', 'A fire hydrant next to a paper box on a city street.']","On the busy street, a shiny white fire hydrant stands tall next to a bright red newspaper box. Cars zoom by, and the hydrant looks ready to help! It’s a fun spot where water and news meet!"
118956,"['a yellow and white fire hydrant near a building', 'A yellow and white fire hydrant sitting next to train tracks.', 'a yellow and white fire hydrant near railroad tracks. ', 'A fire hydrant in front of a railroad track.', 'a yellow and white fire hydrant sitting close to some tracks ']",There is a bright yellow and white fire hydrant by a big building. It stands tall next to the shiny train tracks. I wonder if it helps the trains!
405047,"['A large bus is parked outside a building.', 'A city bus is parked along side the street.', 'A bus on the side of the street. ', 'a public transit bus on a city street', 'A double decker transit bus parks by a blue on the side of the street in front of a brick building in the city.']",There is a big bus resting by a tall brick building. It has two floors and is bright and colorful. The bus waits for people to hop on and go on fun adventures!
90442,"['A red bus on street next to buildings.', 'a public transit bus on a city street', 'A large red bus on a city street.', 'A red bus crossing a street next to tall buildings.', 'A red bus is parked along the side of a street']",A big red bus is on the street. It is next to tall buildings that touch the sky. The bus is waiting for people to hop on!
24195,"['a yellow bus that is next to a curb', 'there is a green bus that is stopped at the bus stop', 'a green bus is sitting by a curb', 'A lime green bus parked in front of parking meters.', 'A green bus at a street with a tree by it.']","A big yellow bus is waiting by the curb. A bright green bus is also stopped nearby, next to a tall tree. They look like they are ready to take kids on fun adventures!"
525542,"['a white bus is on a city street', 'A street shot centers mainly on a bus alongside a sidewalk with a sign and bus stop conveyance, that is also right behind the rear part of a second bus, though a periphery section past the bus shows trees and a turning truck. ', 'Several vehicles are moving along a city street.', 'a couple of city buses drive down a street ', 'A bus getting ready to make a stop in a city.']","A big white bus is on the street. It is next to a sidewalk with a sign. Other cars and buses are moving too, and trees are nearby!"
327149,"['a fire hydrant on a sidewalk near a street', 'There is a fire hydrant on the side of the road. ', 'A fire hydrant sitting on the side of a road.', 'a green fire hydrant siting by a yellow pole ', 'A fire hydrant that is on a sidewalk.']",There is a bright green fire hydrant standing tall by a yellow pole. It watches over the sidewalk and the busy street. I wonder what stories it could tell!
61959,"['A photo of a bus driving down the road.', 'A bus driving down a street past a jack in the box.', 'A transit bus driving down a highway by some fast food restaurants.', 'A white and red bus on street next to buildings.', ""A colorful bus is in traffic near a Jack in the Box and Church's Chicken.""]","A bright red and white bus zooms down the busy street. It passes a funny Jack in the Box with a big, smiley face. Yummy smells from Church's Chicken fill the air as the bus drives by."
335929,"['Two roosters standing next to a wooden fence.', 'A group of chickens standing next to a red fire hydrant.', 'A red fire hydrant with some chickens near it.', 'Two roosters on the ground by a fence ', 'Two roosters walking next to a fence, near a fire hydrant.']",Two big roosters are by a wooden fence. They walk around and look at some chickens near a bright red fire hydrant. The chickens seem curious too!
57390,"['A small brown bird is sitting inside by a window.', 'A little brown bird sits on a white ledge near a window.', 'A little brown bird sitting by a window.', 'The orange legs are striking on this drab brown bird.', 'A bird near a window during the day.']","A tiny brown bird is perched on a white ledge by the window. Its bright orange legs stand out against its soft feathers. The sun shines on it during the day, making it look so cute!"
268044,"['Giraffes have a very long tongue to go with their long neck.', 'Some people standing by a small pen with three giraffes in it. ', 'a couple of people stand in front of some giraffes ', 'A person standing by a fence and some giraffe.', 'A man feeding giraffes with pellets as others watch']","Giraffes are really tall with long necks and long tongues! A man is giving yummy food to them while people watch. There are three giraffes in a little pen, and they look so happy!"
282366,"['a city bus drives down a street next to a building ', 'A bus driving down a street past some buildings.', 'Street with townhouses along it and a bus driving up it.', 'a public transit bus on a city street ', 'A bus pulls up to a village on a near empty road.']","A big, bright bus zooms down the street. It passes tall buildings and cozy houses. The bus is going to help people in the village!"
5437,"['A fire hydrant with a blue jacket on top of it.', 'A blue jacket laying on top of a fire hydrant', 'a coat sitting on top of a metal pipe in the corner of the yard', 'A fire hydrant covered in a blue rainbow jacket.', 'Blue jacket sitting on top of a fire hydrant. ']","In the yard, there’s a funny fire hydrant wearing a bright blue jacket! It looks like a superhero ready to help. The jacket makes the hydrant look so happy!"
211487,"['A red and white fire hydrant is on the lawn.', 'Red and silver fire hydrant at the edge of grass near street.', 'A red and white fire hydrant at the corner of a street.', 'A fire hydrant sits near the curb along a road. ', 'A red fire hydrant with silver top on side of street.']",There’s a bright red fire hydrant with a shiny silver top. It stands on the green grass by the road. It looks like a little guard for the street!
88084,"['A red and white painted fire plug on the sidewalk.', 'Fire hydrant on side of the sidewalk next to a crosswalk', 'a red and white fire hydrogen that is by a curb', 'A fire hydrant that is sitting on a sidewalk.', 'Red and white fire hydrant sitting on the side of the road. ']","There is a bright red and white fire hydrant on the sidewalk. It stands tall next to the road, ready to help. I wonder what it sees every day!"
559416,"['A man and two sheep stand on green grass with a castle in the background.', 'a man standing next to a sheep and horse on a little hill ', 'A man walking with two animals following him with a big building behind him.', 'a person with a few sheep at a grassy hill', 'A person standing with a cane in grass, in front of two sheep, with a castle in the far distance, and cloudy blue sky above.']","A man is on a green hill with two fluffy sheep. Behind him, a big castle stands tall. The sky is blue and cloudy, making everything look magical!"
299442,"['a white and yellow bus and its driver', 'A bus with an advertisement  in a foreign language. ', 'A bus in Japan has anime characters painted on its sides', 'A brightly colored handicap accessible bus pulls away from the roadside. ', 'a yellow and white bus is driving down the street']",A big yellow and white bus drives down the street. It has fun pictures of anime characters on the sides! The driver smiles as it goes away.
232550,"['a man standing on a sidewalk outside a parkded bus', 'Adults standing on sidewalk at intersection with commuter bus.', 'A man walking towards a curb when a bus is passing by. ', 'A bus parked by the curb in a city ', 'There is a picture of an outside area.\n']","A man is on the sidewalk near a big bus. He walks carefully as the bus goes by. The park is close, and it looks fun!"
457348,"['A large bus is stopped at a red stoplight.', 'A passenger bus is travelling on the street.', 'A bus driving down a street past traffic lights.', 'A bus driving through a street intersection behind a car.', 'A bus going through an intersection with trees and parked cars near the sidewalks']","The big bus is waiting at a red light. It is on a busy street with trees and parked cars. Soon, it will zoom past the cars!"
154168,"['A bus driving down a street past tall houses.', 'A city transit bus pulled up to a curb across from a car.', 'a bus with an advertisement on a street.', 'A bus with a fast food ad showing a great deal. ', 'a bus stopped to pick up passengers and a red truck']","A big bus rolls down the street by tall houses. It stops to pick up people and has a yummy food ad on the side. A red truck is nearby, too!"
212507,"['Two long buses parked on the side of a road.', 'A few buses are parked outside in a line. ', 'two blue and yellow buses lined up on a street', 'Several buses line up in a town, outside a building', 'Three buses parked in row on a street.']","There are two big buses, one blue and one yellow, sitting together on the road. They look like they are waiting for friends. The buses are all lined up, ready for an adventure!"
527961,"['a purple bus standing outside the building and a woman coming out', 'A purple triple decker passenger bus waits for riders.', 'A very large purple triple decker bus with a person standing on it.', 'A triple decker purple bus is fenced in.', 'A large triple deck bus parked on a street.']","A big purple bus is parked by a tall building. It has three floors and looks super fun! A lady is coming out, ready for an adventure!"
23351,"['A giraffe that is laying on the ground.', 'A giraffe lays down in an enclosure. ', 'some giraffes dirt trees fence and a building', 'A giraffe sitting down while another giraffes eats on branches. ', 'Three giraffes, one seated on some dirt, the other two standing.']","In a sunny place, a tall giraffe is resting on the soft dirt. Two other giraffes are munching on yummy leaves from the trees nearby. They all look happy together!"
500468,"['A large group of chickens stand together in a building. ', 'THERE ARE A LOT OF WHITE CHICKENS IN A ROOM', 'One chicken is hurt in this large chicken farm.', 'A very big building with a bunch of chickens.', 'A large building of chickens with one lying down.']","In a big building, many white chickens are standing close together. One chicken is lying down and looks a little sad. The room is full of clucks and fluffs!"
343821,"['A duck and baby ducks are in the blue water.', 'A mother swan watches over her young babies', 'a goose and baby geese in a body of water', 'A swan and her babies floating on a lake together.', 'A few baby birds are swimming next to their mother.']","In the shiny blue water, a duck swims with her fluffy baby ducks. Nearby, a mother swan keeps her little ones safe. Baby geese splash around happily with their mom. It’s a fun day for all the baby birds!"
309571,"['A blue street sign attached to a pole.', 'A street sign with some writing on it in white.', 'a close up of a street sign on a pole ', 'A blue street sign on a pole, on a clear day.', 'A blue street sign that reads Prof. Verbernelaan.']","There is a bright blue sign on a tall pole. It has white words that say ""Prof. Verbernelaan."" The sky is clear and sunny!"
276971,"['Two birds on a parking bay with cars', 'A parking lot with two seagulls next to the cars.', 'A goose and another type bird in a parking lot ', 'Two geese walking in a parking lot. ', 'Two ducks walk across a parking lot in front of some cars.']","In a big parking lot, two fluffy birds waddle between shiny cars. They look for crumbs and make funny sounds. It’s like a bird party!"
324670,"['A seagull sitting on the pier with the light house behind him.', 'A bird is sitting on the rail next to the lake and a light house. ', 'White bird sitting in front of a lighthouse with a red roof. ', 'A seagull rests on a concrete wall, with the ocean and a lighthouse in the background.', 'A seagull sitting on a cement ledge across from a lighthouse port.']","A fluffy seagull is resting on a wall by the lake. Behind it, a tall lighthouse with a red roof stands proudly. The ocean sparkles nearby, making everything feel magical!"
224916,"['A group of small exotic birds standing on a large bamboo stick.', 'A group of colorful birds huddled together. ', 'Colorful birds resting on a hollow log together.', 'A family of parakeets in a number of different colors.', 'Colorful birds huddled together on a large branch.']","Bright little birds sit on a big bamboo stick. They are all different colors, like a rainbow! Some are on a log, and some are on a branch, all together."
68715,"['A street sign with the name of a street on it, and next to it is a post with various names up and down the post.', 'A street sign has a long row of peoples names on it.', 'A street sign stands besides a wooden post with many signs, both at the side of the road.', 'A family name sign post next to a street sign', 'a metal pole with a single sign is next to a wood pole with many signs']","There’s a shiny street sign that tells us the name of the road. Next to it, a tall wooden post has lots of names on it! It’s like a treasure map of families!"
122838,"['A small white bard with  a long beak on a branch.', 'A small bird standing on some tree branches', 'The beak of the hummingbird enables it to suck nectar easily from many flower varieties.', 'a closeup of a small bird in trees', 'A bird perched on a branch in a forest.']",A tiny white bird sits on a branch in the trees. Its long beak helps it drink sweet nectar from colorful flowers. It looks so cute and happy!
137185,"['A train caboose is sitting beside train tracks.', 'An abandoned train cart is next to a house.', 'This is a train that is parked near a building. ', 'A train that is stationary off of the track. ', 'A trailer that is near railing under a cloudy sky. ']","There is a big red train car by the tracks. It looks lonely next to a house. The sky is cloudy, and it feels like a secret place!"
545309,"['A train travels down the tracks of a covered bridge.', 'a train is in a tunnel by a station', 'A gray train is on a train track near a long tunnel.', 'a silver and blue train is on its track', 'A passenger train that is pulling into a station.']",A shiny gray and blue train zooms through a dark tunnel. It goes fast on the tracks and stops at a busy station. People wave and smile as it arrives!
30478,"['A train in a trainstation with many people nearby. ', 'People looking at a train carriage behind a barrier in a warehouse', 'Commuter train at station with passengers on nearby platform.', 'a parked train sitting in a garage ', 'A train is at rest as passengers view it at the station']","Trains are big and shiny! Many people stand near them at the station, waiting to go on fun trips. Some look at the trains in a garage, too!"
339738,"['A cat looks tired while wearing a small plastic hat.', 'a cat with a plastic baseball hat laying on a pillow ', 'A yellow cat wears a blue plastic sports hat.', 'A PICTURE OF A ORANGE CAT WITH A BASEBALL CAP ON ', 'A cat laying on its stomach wearing a hat.']",A sleepy cat is resting on a soft pillow. It has a blue baseball hat on its head. The cat looks so funny and cute!
229387,"['An unhappy cat wearing a puffy pink beanie', 'The black and white cat is wearing a pink hat. ', 'A black and white cat with a pink hat on.', 'A tuxedo cat is wearing a pink knitted hat.', 'A black and white cat wearing a pink hat']","There is a sad cat with a fluffy pink hat. The cat is black and white, like a little penguin! It looks funny and cute in its hat."
238602,"['A cat is wearing a pink wool hat.', 'Brown cat with a pink knit had sitting on top of its head. ', 'Brown tabby cat wearing a purple knit hat.', 'a orange cat with a purple hat on its head', 'A cat sitting down with a purple hat on its head.']","A fluffy brown cat has a soft pink hat on its head. Next to it, a bright orange cat wears a purple hat. They look so funny and cozy!"
460972,"['A lake filled with ducks floating on top of it.', 'A group of mallards swimming in a lake, with trees in the background.', 'Several ducks are out in the middle of a lake.', 'Ducks are floating on the water at the park', 'a bunch of ducks are swimming in a big lake.']","The lake is like a big, shiny mirror. Ducks are swimming and playing on the water. Trees stand tall behind them, watching the fun!"
358795,"['This is a picture of a post with several street signs attached. ', 'a number of street signs on a pole on a city street', 'A group of street signs hanging from a metal pole.', 'A pole with several street and traffic signs on it. ', 'A street sign on the corner of Wall Street and William Street.']","There’s a tall pole with lots of colorful signs on it! Some signs tell us where to go, like Wall Street and William Street. It’s like a treasure map for cars and people!"
473214,"['A road that has a car driving down it.', 'A car is coming down a winding road. ', 'a red soda machine on a long road', 'A lot of building on each side of the road, with a very curvy road in the middle.', 'A car that is sitting int he street near a building.']","On a twisty road, a shiny car zooms by. There are tall buildings on both sides, and a bright red soda machine waits for thirsty friends. It’s a fun place to be!"
54007,"['A young boy holding a baseball bat and a  stick.', 'A boy is on a baseball field holding a broken bat.', 'Young boy carrying a broken baseball bat across baseball field.', 'A little boy with a broken base ball bat walking on the field.', 'a boy walking with his broke bat in hand.']","A little boy walks on the green baseball field. He holds a broken bat, but he still looks happy. Maybe he dreams of hitting a big home run!"
209274,"['A small train ride carrying people around a park', 'A small open air passenger train with people aboard is giving off a cloud of steam or smoke.', 'A train is traveling down a rail in a beautiful park full of people. ', 'A small sight-seeing train, running on tracks through a park.', 'A train carrying a green cart with people on it.']","The little train chugs happily through the park, puffing out soft clouds of steam. People smile and wave as it rolls by, exploring the pretty trees and flowers. It’s a fun ride that makes everyone feel cheerful!"
114710,"['A person standing by a fence with a sheep.', 'a woman is standing next to a goat', 'A woman smiles while standing near a sheep.', 'A lady is smiling for the camera in front of a sheep.', 'A young woman smiles in front of a sheep.']",There is a happy lady by a fence. She is next to a fluffy sheep. The sheep looks soft and cute!
377949,"['A women who is standing by a barb wire fence.', 'A woman walking past a fence with animals on it.', 'The woman wearing a coat stands near sheep behind a fence.', 'a little kid walks next to a fence and sheep ', 'A woman stands in the forefront with some livestock behind her in a field near a house on the ocean.']","A lady in a warm coat stands by a tall fence. Behind her, fluffy sheep munch on grass. The ocean sparkles nearby, and a little kid walks close by."
70870,"['A lone woman stands at an empty train station.', 'A person in a deserted subway station waits for the train to pass. ', 'A man standing on a subway platform next to a train.', 'We see a woman waiting on a subway platform.', 'A person that is walking for a train.']","A woman is all alone at a quiet train station. She looks around, waiting for a train to come. The platform is still and peaceful."
170129,"['A large body of water in front of a shoreline with a long train bridge.', 'A train crossing a bridge that is going over a body of water.', 'A train travels over a body of water.', 'Passenger train passing over an ocean on a bridge. ', 'A far off view of a mono rail and piers']","There is a big, shiny water place with a long bridge. A cool train zooms over the bridge, riding high above the water. It looks like the train is flying!"
78865,"['A railroad train passing a field of cows', 'A train passes the countryside with cows grazing.', 'An field with cows and a train passing by.', 'Animals graze on grass in the green pasture.', 'A train on a track going near some cows.']",A big train goes chugging by a field. The cows are munching on the green grass. They look up and watch the train go zoom!
150893,"['a blue and white passenger train coming to a stop', 'An MTA train next to a platform with an awning.', 'A train is heading down the railroad tracks. ', ""A train that is on it's tracks next to a station."", 'A commuter train passes a stop in front of a large building.']","A big blue and white train is slowing down at a station. It goes chugging along the tracks, making a fun sound. People wait under the awning to hop on!"
559955,"['A platform at a train station with a train on either side.', 'There is a train parked at a station', 'There are some trains on two tracks on each side.', 'Two trains pulled into a train station next to each other.', 'Two trains are pulled up to a passenger zone.']","At the train station, two big trains sit side by side. They are shiny and ready for people to hop on. The tracks go whoosh, and the trains are like giant metal friends waiting to take us on adventures!"
468499,"['A city train as it travels down the tracks.', 'Train riding the tracks coming to the station', 'A train passing under a series of metal girders', 'A train driving over a bridge on the tracks.', 'A white and green train traveling along train tracks.']","A shiny white and green train zooms along the tracks. It goes under big metal beams and over a tall bridge. Soon, it will stop at the station!"
477526,"['a train moving along the track on a hillside near a mountain', 'A train winds its way down a mountain track.', 'A train ridding on a rail with a large view of a mountain range.', 'A train is moving along on a track that appears to lead right into the snowy mountains.', 'a train on a train track with mountains in the background']","A shiny train goes chugging down a track by big, snowy mountains. The train twists and turns, like a snake, through the hills. It looks so fun!"
296388,"['This is the side of an intersection with a red sign', 'A side of a building with a variety of signs.', 'a building with some street signs and bars on the windows ', 'Red and white stop sign sitting on the front of the building. ', 'A building set with wrought iron bars on the windows.']","At the corner, there’s a big building with lots of signs. A bright red stop sign stands tall in front. The windows have cool iron bars, making it look special!"
35436,"['There are very few people inside of the large train station.', 'People walking in a building that has columns.', 'A large lobby with a train on the wall', 'two people walking in a building with a train painting on the wall', 'People walking through a lobby filled with large white pillars.']","In a big train station, not many people are around. They walk under tall white pillars. A giant train picture smiles on the wall, making the place feel special!"
130437,"['Cars riding on the street across a train on the tracks', 'A train moves through the city on its tracks.', 'there is a train that is coming up the tracks', 'A train travels along the side of a road.', 'A passenger trains speeding through the city on a train track.']","The big train zooms through the city, making a loud whoosh! Cars are driving on the street next to it. It’s like a race between the train and the cars!"
104880,"['A humorous street sign is pictured in this image.', 'A sign in a city street that says, ""Smile between the hours of 5pm and 9am"".', 'A sign on a street post advises smiling.', 'A sign ordering viewers to smile at a certain time.', 'A smile sign on a street corner, in a city.']","In the city, there is a funny sign. It tells everyone to smile from 5 in the evening to 9 in the morning. I think it makes the street happy!"
210766,"['A red sign posted to a pole in front of a tall building.', 'There is a red sign attached to a street pole', 'A red sign posted on a steel pole', 'The maroon sign has been written in white words.', 'A street sign that references a brick on it']",A tall building stands near a shiny red sign. The sign has white words and is on a strong steel pole. It talks about a brick!
56932,"['A blurred train is going under a bridge.', 'An urban train passes swiftly by under a bridge', 'A train traveling on a train track next to railway platform.', 'a white and orange train is going down the track', 'a train speeding down a track in the city']",A fast train zooms under a big bridge. It has bright white and orange colors. The train goes whoosh on the tracks in the busy city!
522959,"['Street signs on an empty city street intersection. ', 'close up of a street sign with a sky background', 'A street sign at the crosswalk of a road.', 'Retail store as seen from the corner of Broadway and Seventh', 'A street corner has a sign, and across the street is a store.']","The street is quiet and still. There are big signs that tell cars where to go. A store waits on the corner, ready for people to come."
505933,"['This is an image of an elevated train in the city.', 'a train bridge going through the middle of a city.', 'Several buildings are standing behind a bridge. ', 'Two trains going in opposite directions on tracks over busy streets.', 'Urban scene of elevated train going  over a busy street.']","In the city, a big train zooms high above the streets on a tall bridge. It goes fast while other trains pass by. Many tall buildings watch the trains go by!"
375409,"['A silver and blue Amtrak train sitting below tall buildings.', 'An Amtrak train engine at the station on a sunny day', 'An Amtrak train rolling down the tracks of a city.', 'Train at a train station on a clear day in a city.', 'A silver blue train parked in a train station.']","The shiny silver and blue train is resting under big, tall buildings. It looks happy in the sun, ready to zoom through the city! I wonder where it will go next!"
253940,"['A train traveling down train tracks next to traffic signals.', 'A train is on the track with buildings in the background.', 'There is a silver train passing by on the railroad', 'A train travels down the tracks towards a group of buildings. ', 'A grey and white train passing under a bridge.']",A shiny silver train zooms along the tracks. It goes past tall buildings and a big bridge. The train is super fast and looks so cool!
187450,"['Two people walking a way from a train waiting at a train station', 'A train stopped at a train station next to orange cones.', 'a white and blue train is at a train stop', 'A train is arriving to the virtually empty platform.', 'An engine train sitting idly on the tracks. ']","Two friends are walking away from a big, blue and white train. The train is resting at the station with orange cones around it. The platform is quiet, waiting for more people."
250260,"['TWO ELECTRIC TRAIN COMPARTMENTS STANDING NEAR TO A BUILDING.', 'Two train cars on separate tracks parked next to each other.', 'A train is sitting on the train station ', 'Two blue and yellow trains parked next to each other on train tracks.', 'an image two blue and yellow shuttles next to each other']","Two bright trains are resting by a big building. They are blue and yellow, sitting on their tracks. It looks like they are waiting for a fun trip!"
174198,"['A green, orange and white train in a train station.', 'There is a train that has pulled into the station', 'Two passengers sit on separate tracks inside a train station. ', 'A large long train on a steel track.', 'A subway bus traveling along through a terminal.']","The big train is green, orange, and white. It stops at the station where two people sit. A subway bus zooms by, making the place busy and fun!"
